-64.821, 28.517, 94.738
-64.49, 29.461, 94.738
-64.145, 30.4, 94.231
-63.784, 31.332, 93.672
-63.407, 32.258, 93.056
-63.01, 33.176, 92.378
-62.593, 34.085, 91.633
-62.154, 34.983, 90.818
-61.69, 35.869, 89.929
-61.2, 36.741, 88.792
-60.682, 37.596, 87.35
-60.134, 38.433, 85.884
-59.553, 39.247, 84.392
-58.939, 40.035, 82.874
-58.289, 40.795, 81.327
-57.595, 41.515, 79.751
-56.862, 42.195, 78.143
-56.087, 42.826, 76.501
-55.267, 43.398, 75.348
-54.407, 43.908, 73.644
-53.509, 44.346, 73.065
-52.575, 44.703, 72.589
-51.615, 44.981, 73.034
-50.635, 45.176, 73.573
-49.641, 45.284, 75.158
-48.642, 45.315, 77.22
-47.643, 45.273, 79.521
-46.649, 45.161, 80.698
-45.665, 44.988, 80.596
-44.691, 44.761, 79.005
-43.73, 44.486, 77.381
-42.782, 44.168, 75.722
-41.846, 43.814, 74.026
-40.925, 43.427, 72.29
-40.015, 43.012, 70.512
-39.117, 42.572, 68.687
-38.23, 42.111, 66.813
-37.352, 41.632, 64.884
-36.483, 41.136, 62.896
-35.622, 40.627, 60.844
-34.768, 40.107, 58.719
-33.92, 39.578, 56.515
-33.076, 39.041, 54.221
-32.236, 38.499, 51.826
-31.398, 37.954, 49.315
-30.56, 37.407, 46.668
-29.722, 36.862, 43.863
-28.881, 36.321, 40.865
-28.036, 35.787, 37.629
-27.183, 35.263, 34.087
-26.322, 34.755, 30.132
-25.448, 34.27, 25.573
-24.556, 33.817, 20
-23.63, 33.404, 0
-23.63, 33.404, 0
-5.366, 25.255, 0
endData
127
100
200
-64.821, 28.517, -53.93, 60.632, -33.963, 37.593, -23.63, 33.404
#PATH.JERRYIO-DATA {"appVersion":"0.6.0","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":11.811023622047244,"robotHeight":11.811023622047244,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":1,"controlMagnetDistance":0.7750015500031,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"DGMfVyFeAx","x":-64.82050689469224,"y":28.517448578691933,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"zjOW0P6gl0","x":-53.92958939989215,"y":60.63169247361529,"lock":false,"visible":true,"__type":"control"},{"uid":"Bi8aUXKZ8E","x":-33.96290732609198,"y":37.59321315769201,"lock":false,"visible":true,"__type":"control"},{"uid":"9ik9TqOmOM","x":-23.630498420768816,"y":33.40439873661505,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"QVVN3EMGmP"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"8gqSo0R5IM","lock":false,"visible":true}]}
